Produit*_(sp.fk_product);Fournisseur*_(sp.fk_soc);Réf._produit_fournisseur_(sp.ref_fourn);Quantité minimum* (sp.quantity);Taux TVA (sp.tva_tx);Prix quantité min. HT* (sp.price);Prix unitaire HT* (sp.unitprice);Remise par défaut quantité min. (sp.remise_percent)
ZC454_REFLEKTOR-NARROW-IP40;ELKOVO;ZC454_REFLEKTOR-NARROW-IP40;1;20; 130.08 ; 130.08 ;0
ZC454_REFLEKTOR-NARROW-IP40+Dim1-10V;ELKOVO;ZC454_REFLEKTOR-NARROW-IP40+Dim1-10V;1;20; 167.80 ; 167.80 ;0
ZC454_REFLEKTOR-NARROW-IP40+DimDALI;ELKOVO;ZC454_REFLEKTOR-NARROW-IP40+DimDALI;1;20; 177.40 ; 177.40 ;0
ZC454_REFLEKTOR-NARROW-IP40+DimDSI;ELKOVO;ZC454_REFLEKTOR-NARROW-IP40+DimDSI;1;20; 186.32 ; 186.32 ;0
ZC454_REFLEKTOR-NARROW-IP40+NZ;ELKOVO;ZC454_REFLEKTOR-NARROW-IP40+NZ;1;20; 168.08 ; 168.08 ;0
ZC435_REFLEKTOR-NARROW-IP40;ELKOVO;ZC435_REFLEKTOR-NARROW-IP40;1;20; 144.08 ; 144.08 ;0
ZC435_REFLEKTOR-NARROW-IP40+Dim1-10V;ELKOVO;ZC435_REFLEKTOR-NARROW-IP40+Dim1-10V;1;20; 181.80 ; 181.80 ;0
ZC435_REFLEKTOR-NARROW-IP40+DimDALI;ELKOVO;ZC435_REFLEKTOR-NARROW-IP40+DimDALI;1;20; 191.40 ; 191.40 ;0
ZC435_REFLEKTOR-NARROW-IP40+DimDSI;ELKOVO;ZC435_REFLEKTOR-NARROW-IP40+DimDSI;1;20; 200.32 ; 200.32 ;0
ZC435_REFLEKTOR-NARROW-IP40+NZ;ELKOVO;ZC435_REFLEKTOR-NARROW-IP40+NZ;1;20; 182.08 ; 182.08 ;0
ZC449_REFLEKTOR-NARROW-IP40;ELKOVO;ZC449_REFLEKTOR-NARROW-IP40;1;20; 144.08 ; 144.08 ;0
ZC449_REFLEKTOR-NARROW-IP40+Dim1-10V;ELKOVO;ZC449_REFLEKTOR-NARROW-IP40+Dim1-10V;1;20; 181.80 ; 181.80 ;0
ZC449_REFLEKTOR-NARROW-IP40+DimDALI;ELKOVO;ZC449_REFLEKTOR-NARROW-IP40+DimDALI;1;20; 191.40 ; 191.40 ;0
ZC449_REFLEKTOR-NARROW-IP40+DimDSI;ELKOVO;ZC449_REFLEKTOR-NARROW-IP40+DimDSI;1;20; 200.32 ; 200.32 ;0
ZC449_REFLEKTOR-NARROW-IP40+NZ;ELKOVO;ZC449_REFLEKTOR-NARROW-IP40+NZ;1;20; 182.08 ; 182.08 ;0
ZC480_REFLEKTOR-NARROW-IP40;ELKOVO;ZC480_REFLEKTOR-NARROW-IP40;1;20; 165.20 ; 165.20 ;0
ZC480_REFLEKTOR-NARROW-IP40+Dim1-10V;ELKOVO;ZC480_REFLEKTOR-NARROW-IP40+Dim1-10V;1;20; 219.36 ; 219.36 ;0
ZC480_REFLEKTOR-NARROW-IP40+DimDALI;ELKOVO;ZC480_REFLEKTOR-NARROW-IP40+DimDALI;1;20; 222.80 ; 222.80 ;0
ZC480_REFLEKTOR-NARROW-IP40+DimDSI;ELKOVO;ZC480_REFLEKTOR-NARROW-IP40+DimDSI;1;20; 223.48 ; 223.48 ;0
ZC480_REFLEKTOR-NARROW-IP40+NZ;ELKOVO;ZC480_REFLEKTOR-NARROW-IP40+NZ;1;20; 203.20 ; 203.20 ;0
ZC228_REFLEKTOR-IP54;ELKOVO;ZC228_REFLEKTOR-IP54;1;20; 95.92 ; 95.92 ;0
ZC228_REFLEKTOR-IP54+Dim1-10V;ELKOVO;ZC228_REFLEKTOR-IP54+Dim1-10V;1;20; 114.76 ; 114.76 ;0
ZC228_REFLEKTOR-IP54+DimDALI;ELKOVO;ZC228_REFLEKTOR-IP54+DimDALI;1;20; 119.56 ; 119.56 ;0
ZC228_REFLEKTOR-IP54+DimDSI;ELKOVO;ZC228_REFLEKTOR-IP54+DimDSI;1;20; 124.04 ; 124.04 ;0
ZC228_REFLEKTOR-IP54+NZ;ELKOVO;ZC228_REFLEKTOR-IP54+NZ;1;20; 133.92 ; 133.92 ;0
ZC254_REFLEKTOR-IP54;ELKOVO;ZC254_REFLEKTOR-IP54;1;20; 95.92 ; 95.92 ;0
ZC254_REFLEKTOR-IP54+Dim1-10V;ELKOVO;ZC254_REFLEKTOR-IP54+Dim1-10V;1;20; 114.76 ; 114.76 ;0
ZC254_REFLEKTOR-IP54+DimDALI;ELKOVO;ZC254_REFLEKTOR-IP54+DimDALI;1;20; 119.56 ; 119.56 ;0
ZC254_REFLEKTOR-IP54+DimDSI;ELKOVO;ZC254_REFLEKTOR-IP54+DimDSI;1;20; 124.04 ; 124.04 ;0
ZC254_REFLEKTOR-IP54+NZ;ELKOVO;ZC254_REFLEKTOR-IP54+NZ;1;20; 133.92 ; 133.92 ;0
ZC235_REFLEKTOR-IP54;ELKOVO;ZC235_REFLEKTOR-IP54;1;20; 115.12 ; 115.12 ;0
ZC235_REFLEKTOR-IP54+Dim1-10V;ELKOVO;ZC235_REFLEKTOR-IP54+Dim1-10V;1;20; 133.96 ; 133.96 ;0
ZC235_REFLEKTOR-IP54+DimDALI;ELKOVO;ZC235_REFLEKTOR-IP54+DimDALI;1;20; 138.76 ; 138.76 ;0
ZC235_REFLEKTOR-IP54+DimDSI;ELKOVO;ZC235_REFLEKTOR-IP54+DimDSI;1;20; 143.24 ; 143.24 ;0
ZC235_REFLEKTOR-IP54+NZ;ELKOVO;ZC235_REFLEKTOR-IP54+NZ;1;20; 153.12 ; 153.12 ;0
ZC249_REFLEKTOR-IP54;ELKOVO;ZC249_REFLEKTOR-IP54;1;20; 114.24 ; 114.24 ;0
ZC249_REFLEKTOR-IP54+Dim1-10V;ELKOVO;ZC249_REFLEKTOR-IP54+Dim1-10V;1;20; 133.08 ; 133.08 ;0
ZC249_REFLEKTOR-IP54+DimDALI;ELKOVO;ZC249_REFLEKTOR-IP54+DimDALI;1;20; 137.88 ; 137.88 ;0
ZC249_REFLEKTOR-IP54+DimDSI;ELKOVO;ZC249_REFLEKTOR-IP54+DimDSI;1;20; 142.36 ; 142.36 ;0
ZC249_REFLEKTOR-IP54+NZ;ELKOVO;ZC249_REFLEKTOR-IP54+NZ;1;20; 152.24 ; 152.24 ;0
ZC280_REFLEKTOR-IP54;ELKOVO;ZC280_REFLEKTOR-IP54;1;20; 120.96 ; 120.96 ;0
ZC280_REFLEKTOR-IP54+Dim1-10V;ELKOVO;ZC280_REFLEKTOR-IP54+Dim1-10V;1;20; 148.04 ; 148.04 ;0
ZC280_REFLEKTOR-IP54+DimDALI;ELKOVO;ZC280_REFLEKTOR-IP54+DimDALI;1;20; 149.76 ; 149.76 ;0
ZC280_REFLEKTOR-IP54+DimDSI;ELKOVO;ZC280_REFLEKTOR-IP54+DimDSI;1;20; 150.12 ; 150.12 ;0
ZC280_REFLEKTOR-IP54+NZ;ELKOVO;ZC280_REFLEKTOR-IP54+NZ;1;20; 158.96 ; 158.96 ;0
ZC428_REFLEKTOR-IP54;ELKOVO;ZC428_REFLEKTOR-IP54;1;20; 143.92 ; 143.92 ;0
ZC428_REFLEKTOR-IP54+Dim1-10V;ELKOVO;ZC428_REFLEKTOR-IP54+Dim1-10V;1;20; 181.64 ; 181.64 ;0
ZC428_REFLEKTOR-IP54+DimDALI;ELKOVO;ZC428_REFLEKTOR-IP54+DimDALI;1;20; 191.24 ; 191.24 ;0
ZC428_REFLEKTOR-IP54+DimDSI;ELKOVO;ZC428_REFLEKTOR-IP54+DimDSI;1;20; 200.12 ; 200.12 ;0
ZC428_REFLEKTOR-IP54+NZ;ELKOVO;ZC428_REFLEKTOR-IP54+NZ;1;20; 181.92 ; 181.92 ;0
ZC454_REFLEKTOR-IP54;ELKOVO;ZC454_REFLEKTOR-IP54;1;20; 143.92 ; 143.92 ;0
ZC454_REFLEKTOR-IP54+Dim1-10V;ELKOVO;ZC454_REFLEKTOR-IP54+Dim1-10V;1;20; 181.64 ; 181.64 ;0
ZC454_REFLEKTOR-IP54+DimDALI;ELKOVO;ZC454_REFLEKTOR-IP54+DimDALI;1;20; 191.24 ; 191.24 ;0
ZC454_REFLEKTOR-IP54+DimDSI;ELKOVO;ZC454_REFLEKTOR-IP54+DimDSI;1;20; 200.12 ; 200.12 ;0
ZC454_REFLEKTOR-IP54+NZ;ELKOVO;ZC454_REFLEKTOR-IP54+NZ;1;20; 181.92 ; 181.92 ;0
ZC435_REFLEKTOR-IP54;ELKOVO;ZC435_REFLEKTOR-IP54;1;20; 172.72 ; 172.72 ;0
ZC435_REFLEKTOR-IP54+Dim1-10V;ELKOVO;ZC435_REFLEKTOR-IP54+Dim1-10V;1;20; 210.44 ; 210.44 ;0
ZC435_REFLEKTOR-IP54+DimDALI;ELKOVO;ZC435_REFLEKTOR-IP54+DimDALI;1;20; 220.04 ; 220.04 ;0
ZC435_REFLEKTOR-IP54+DimDSI;ELKOVO;ZC435_REFLEKTOR-IP54+DimDSI;1;20; 228.92 ; 228.92 ;0
ZC435_REFLEKTOR-IP54+NZ;ELKOVO;ZC435_REFLEKTOR-IP54+NZ;1;20; 210.72 ; 210.72 ;0
ZC449_REFLEKTOR-IP54;ELKOVO;ZC449_REFLEKTOR-IP54;1;20; 172.72 ; 172.72 ;0
ZC449_REFLEKTOR-IP54+Dim1-10V;ELKOVO;ZC449_REFLEKTOR-IP54+Dim1-10V;1;20; 210.44 ; 210.44 ;0
ZC449_REFLEKTOR-IP54+DimDALI;ELKOVO;ZC449_REFLEKTOR-IP54+DimDALI;1;20; 220.04 ; 220.04 ;0
ZC449_REFLEKTOR-IP54+DimDSI;ELKOVO;ZC449_REFLEKTOR-IP54+DimDSI;1;20; 228.92 ; 228.92 ;0
ZC449_REFLEKTOR-IP54+NZ;ELKOVO;ZC449_REFLEKTOR-IP54+NZ;1;20; 210.72 ; 210.72 ;0
ZC480_REFLEKTOR-IP54;ELKOVO;ZC480_REFLEKTOR-IP54;1;20; 185.28 ; 185.28 ;0
ZC480_REFLEKTOR-IP54+Dim1-10V;ELKOVO;ZC480_REFLEKTOR-IP54+Dim1-10V;1;20; 239.44 ; 239.44 ;0
ZC480_REFLEKTOR-IP54+DimDALI;ELKOVO;ZC480_REFLEKTOR-IP54+DimDALI;1;20; 242.88 ; 242.88 ;0
ZC480_REFLEKTOR-IP54+DimDSI;ELKOVO;ZC480_REFLEKTOR-IP54+DimDSI;1;20; 243.56 ; 243.56 ;0
ZC480_REFLEKTOR-IP54+NZ;ELKOVO;ZC480_REFLEKTOR-IP54+NZ;1;20; 223.28 ; 223.28 ;0
ZC228_REFLEKTOR-NARROW-IP54;ELKOVO;ZC228_REFLEKTOR-NARROW-IP54;1;20; 109.56 ; 109.56 ;0
ZC228_REFLEKTOR-NARROW-IP54+Dim1-10V;ELKOVO;ZC228_REFLEKTOR-NARROW-IP54+Dim1-10V;1;20; 128.40 ; 128.40 ;0
ZC228_REFLEKTOR-NARROW-IP54+DimDALI;ELKOVO;ZC228_REFLEKTOR-NARROW-IP54+DimDALI;1;20; 133.20 ; 133.20 ;0
ZC228_REFLEKTOR-NARROW-IP54+DimDSI;ELKOVO;ZC228_REFLEKTOR-NARROW-IP54+DimDSI;1;20; 137.68 ; 137.68 ;0
ZC228_REFLEKTOR-NARROW-IP54+NZ;ELKOVO;ZC228_REFLEKTOR-NARROW-IP54+NZ;1;20; 147.56 ; 147.56 ;0
ZC254_REFLEKTOR-NARROW-IP54;ELKOVO;ZC254_REFLEKTOR-NARROW-IP54;1;20; 109.56 ; 109.56 ;0
ZC254_REFLEKTOR-NARROW-IP54+Dim1-10V;ELKOVO;ZC254_REFLEKTOR-NARROW-IP54+Dim1-10V;1;20; 128.40 ; 128.40 ;0
ZC254_REFLEKTOR-NARROW-IP54+DimDALI;ELKOVO;ZC254_REFLEKTOR-NARROW-IP54+DimDALI;1;20; 133.20 ; 133.20 ;0
ZC254_REFLEKTOR-NARROW-IP54+DimDSI;ELKOVO;ZC254_REFLEKTOR-NARROW-IP54+DimDSI;1;20; 137.68 ; 137.68 ;0
ZC254_REFLEKTOR-NARROW-IP54+NZ;ELKOVO;ZC254_REFLEKTOR-NARROW-IP54+NZ;1;20; 147.56 ; 147.56 ;0
ZC235_REFLEKTOR-NARROW-IP54;ELKOVO;ZC235_REFLEKTOR-NARROW-IP54;1;20; 130.76 ; 130.76 ;0
ZC235_REFLEKTOR-NARROW-IP54+Dim1-10V;ELKOVO;ZC235_REFLEKTOR-NARROW-IP54+Dim1-10V;1;20; 149.60 ; 149.60 ;0
ZC235_REFLEKTOR-NARROW-IP54+DimDALI;ELKOVO;ZC235_REFLEKTOR-NARROW-IP54+DimDALI;1;20; 154.40 ; 154.40 ;0
ZC235_REFLEKTOR-NARROW-IP54+DimDSI;ELKOVO;ZC235_REFLEKTOR-NARROW-IP54+DimDSI;1;20; 158.88 ; 158.88 ;0
ZC235_REFLEKTOR-NARROW-IP54+NZ;ELKOVO;ZC235_REFLEKTOR-NARROW-IP54+NZ;1;20; 168.76 ; 168.76 ;0
ZC249_REFLEKTOR-NARROW-IP54;ELKOVO;ZC249_REFLEKTOR-NARROW-IP54;1;20; 129.88 ; 129.88 ;0
ZC249_REFLEKTOR-NARROW-IP54+Dim1-10V;ELKOVO;ZC249_REFLEKTOR-NARROW-IP54+Dim1-10V;1;20; 148.72 ; 148.72 ;0
ZC249_REFLEKTOR-NARROW-IP54+DimDALI;ELKOVO;ZC249_REFLEKTOR-NARROW-IP54+DimDALI;1;20; 153.52 ; 153.52 ;0
ZC249_REFLEKTOR-NARROW-IP54+DimDSI;ELKOVO;ZC249_REFLEKTOR-NARROW-IP54+DimDSI;1;20; 158.00 ; 158.00 ;0
ZC249_REFLEKTOR-NARROW-IP54+NZ;ELKOVO;ZC249_REFLEKTOR-NARROW-IP54+NZ;1;20; 167.88 ; 167.88 ;0
ZC280_REFLEKTOR-NARROW-IP54;ELKOVO;ZC280_REFLEKTOR-NARROW-IP54;1;20; 136.60 ; 136.60 ;0
ZC280_REFLEKTOR-NARROW-IP54+Dim1-10V;ELKOVO;ZC280_REFLEKTOR-NARROW-IP54+Dim1-10V;1;20; 163.68 ; 163.68 ;0
ZC280_REFLEKTOR-NARROW-IP54+DimDALI;ELKOVO;ZC280_REFLEKTOR-NARROW-IP54+DimDALI;1;20; 165.40 ; 165.40 ;0
ZC280_REFLEKTOR-NARROW-IP54+DimDSI;ELKOVO;ZC280_REFLEKTOR-NARROW-IP54+DimDSI;1;20; 165.76 ; 165.76 ;0
ZC280_REFLEKTOR-NARROW-IP54+NZ;ELKOVO;ZC280_REFLEKTOR-NARROW-IP54+NZ;1;20; 174.60 ; 174.60 ;0
ZC428_REFLEKTOR-NARROW-IP54;ELKOVO;ZC428_REFLEKTOR-NARROW-IP54;1;20; 159.76 ; 159.76 ;0
ZC428_REFLEKTOR-NARROW-IP54+Dim1-10V;ELKOVO;ZC428_REFLEKTOR-NARROW-IP54+Dim1-10V;1;20; 197.48 ; 197.48 ;0
ZC428_REFLEKTOR-NARROW-IP54+DimDALI;ELKOVO;ZC428_REFLEKTOR-NARROW-IP54+DimDALI;1;20; 207.08 ; 207.08 ;0
ZC428_REFLEKTOR-NARROW-IP54+DimDSI;ELKOVO;ZC428_REFLEKTOR-NARROW-IP54+DimDSI;1;20; 215.96 ; 215.96 ;0
ZC428_REFLEKTOR-NARROW-IP54+NZ;ELKOVO;ZC428_REFLEKTOR-NARROW-IP54+NZ;1;20; 197.76 ; 197.76 ;0
ZC454_REFLEKTOR-NARROW-IP54;ELKOVO;ZC454_REFLEKTOR-NARROW-IP54;1;20; 159.76 ; 159.76 ;0
ZC454_REFLEKTOR-NARROW-IP54+Dim1-10V;ELKOVO;ZC454_REFLEKTOR-NARROW-IP54+Dim1-10V;1;20; 197.48 ; 197.48 ;0
ZC454_REFLEKTOR-NARROW-IP54+DimDALI;ELKOVO;ZC454_REFLEKTOR-NARROW-IP54+DimDALI;1;20; 207.08 ; 207.08 ;0
ZC454_REFLEKTOR-NARROW-IP54+DimDSI;ELKOVO;ZC454_REFLEKTOR-NARROW-IP54+DimDSI;1;20; 215.96 ; 215.96 ;0
ZC454_REFLEKTOR-NARROW-IP54+NZ;ELKOVO;ZC454_REFLEKTOR-NARROW-IP54+NZ;1;20; 197.76 ; 197.76 ;0
ZC435_REFLEKTOR-NARROW-IP54;ELKOVO;ZC435_REFLEKTOR-NARROW-IP54;1;20; 191.04 ; 191.04 ;0
ZC435_REFLEKTOR-NARROW-IP54+Dim1-10V;ELKOVO;ZC435_REFLEKTOR-NARROW-IP54+Dim1-10V;1;20; 228.76 ; 228.76 ;0
ZC435_REFLEKTOR-NARROW-IP54+DimDALI;ELKOVO;ZC435_REFLEKTOR-NARROW-IP54+DimDALI;1;20; 238.36 ; 238.36 ;0
ZC435_REFLEKTOR-NARROW-IP54+DimDSI;ELKOVO;ZC435_REFLEKTOR-NARROW-IP54+DimDSI;1;20; 247.24 ; 247.24 ;0
ZC435_REFLEKTOR-NARROW-IP54+NZ;ELKOVO;ZC435_REFLEKTOR-NARROW-IP54+NZ;1;20; 229.04 ; 229.04 ;0
ZC449_REFLEKTOR-NARROW-IP54;ELKOVO;ZC449_REFLEKTOR-NARROW-IP54;1;20; 191.04 ; 191.04 ;0
ZC449_REFLEKTOR-NARROW-IP54+Dim1-10V;ELKOVO;ZC449_REFLEKTOR-NARROW-IP54+Dim1-10V;1;20; 228.76 ; 228.76 ;0
ZC449_REFLEKTOR-NARROW-IP54+DimDALI;ELKOVO;ZC449_REFLEKTOR-NARROW-IP54+DimDALI;1;20; 238.36 ; 238.36 ;0
ZC449_REFLEKTOR-NARROW-IP54+DimDSI;ELKOVO;ZC449_REFLEKTOR-NARROW-IP54+DimDSI;1;20; 247.24 ; 247.24 ;0
ZC449_REFLEKTOR-NARROW-IP54+NZ;ELKOVO;ZC449_REFLEKTOR-NARROW-IP54+NZ;1;20; 229.04 ; 229.04 ;0
ZC480_REFLEKTOR-NARROW-IP54;ELKOVO;ZC480_REFLEKTOR-NARROW-IP54;1;20; 203.60 ; 203.60 ;0
ZC480_REFLEKTOR-NARROW-IP54+Dim1-10V;ELKOVO;ZC480_REFLEKTOR-NARROW-IP54+Dim1-10V;1;20; 257.76 ; 257.76 ;0
ZC480_REFLEKTOR-NARROW-IP54+DimDALI;ELKOVO;ZC480_REFLEKTOR-NARROW-IP54+DimDALI;1;20; 261.20 ; 261.20 ;0
ZC480_REFLEKTOR-NARROW-IP54+DimDSI;ELKOVO;ZC480_REFLEKTOR-NARROW-IP54+DimDSI;1;20; 261.88 ; 261.88 ;0
ZC480_REFLEKTOR-NARROW-IP54+NZ;ELKOVO;ZC480_REFLEKTOR-NARROW-IP54+NZ;1;20; 241.60 ; 241.60 ;0
ZC228_REFLEKTOR-IP65;ELKOVO;ZC228_REFLEKTOR-IP65;1;20; 129.60 ; 129.60 ;0
ZC228_REFLEKTOR-IP65+Dim1-10V;ELKOVO;ZC228_REFLEKTOR-IP65+Dim1-10V;1;20; 148.44 ; 148.44 ;0
ZC228_REFLEKTOR-IP65+DimDALI;ELKOVO;ZC228_REFLEKTOR-IP65+DimDALI;1;20; 153.24 ; 153.24 ;0
ZC228_REFLEKTOR-IP65+DimDSI;ELKOVO;ZC228_REFLEKTOR-IP65+DimDSI;1;20; 157.72 ; 157.72 ;0
ZC228_REFLEKTOR-IP65+NZ;ELKOVO;ZC228_REFLEKTOR-IP65+NZ;1;20; 167.60 ; 167.60 ;0
ZC254_REFLEKTOR-IP65;ELKOVO;ZC254_REFLEKTOR-IP65;1;20; 129.60 ; 129.60 ;0
ZC254_REFLEKTOR-IP65+Dim1-10V;ELKOVO;ZC254_REFLEKTOR-IP65+Dim1-10V;1;20; 148.44 ; 148.44 ;0
ZC254_REFLEKTOR-IP65+DimDALI;ELKOVO;ZC254_REFLEKTOR-IP65+DimDALI;1;20; 153.24 ; 153.24 ;0
ZC254_REFLEKTOR-IP65+DimDSI;ELKOVO;ZC254_REFLEKTOR-IP65+DimDSI;1;20; 157.72 ; 157.72 ;0
ZC254_REFLEKTOR-IP65+NZ;ELKOVO;ZC254_REFLEKTOR-IP65+NZ;1;20; 167.60 ; 167.60 ;0
ZC235_REFLEKTOR-IP65;ELKOVO;ZC235_REFLEKTOR-IP65;1;20; 148.80 ; 148.80 ;0
ZC235_REFLEKTOR-IP65+Dim1-10V;ELKOVO;ZC235_REFLEKTOR-IP65+Dim1-10V;1;20; 167.64 ; 167.64 ;0
ZC235_REFLEKTOR-IP65+DimDALI;ELKOVO;ZC235_REFLEKTOR-IP65+DimDALI;1;20; 172.44 ; 172.44 ;0
ZC235_REFLEKTOR-IP65+DimDSI;ELKOVO;ZC235_REFLEKTOR-IP65+DimDSI;1;20; 176.92 ; 176.92 ;0
ZC235_REFLEKTOR-IP65+NZ;ELKOVO;ZC235_REFLEKTOR-IP65+NZ;1;20; 186.80 ; 186.80 ;0
ZC249_REFLEKTOR-IP65;ELKOVO;ZC249_REFLEKTOR-IP65;1;20; 147.92 ; 147.92 ;0
ZC249_REFLEKTOR-IP65+Dim1-10V;ELKOVO;ZC249_REFLEKTOR-IP65+Dim1-10V;1;20; 166.76 ; 166.76 ;0
ZC249_REFLEKTOR-IP65+DimDALI;ELKOVO;ZC249_REFLEKTOR-IP65+DimDALI;1;20; 171.56 ; 171.56 ;0
ZC249_REFLEKTOR-IP65+DimDSI;ELKOVO;ZC249_REFLEKTOR-IP65+DimDSI;1;20; 176.04 ; 176.04 ;0
ZC249_REFLEKTOR-IP65+NZ;ELKOVO;ZC249_REFLEKTOR-IP65+NZ;1;20; 185.92 ; 185.92 ;0
ZC280_REFLEKTOR-IP65;ELKOVO;ZC280_REFLEKTOR-IP65;1;20; 154.64 ; 154.64 ;0
ZC280_REFLEKTOR-IP65+Dim1-10V;ELKOVO;ZC280_REFLEKTOR-IP65+Dim1-10V;1;20; 181.72 ; 181.72 ;0
ZC280_REFLEKTOR-IP65+DimDALI;ELKOVO;ZC280_REFLEKTOR-IP65+DimDALI;1;20; 183.44 ; 183.44 ;0
ZC280_REFLEKTOR-IP65+DimDSI;ELKOVO;ZC280_REFLEKTOR-IP65+DimDSI;1;20; 183.80 ; 183.80 ;0
ZC280_REFLEKTOR-IP65+NZ;ELKOVO;ZC280_REFLEKTOR-IP65+NZ;1;20; 192.64 ; 192.64 ;0
ZC428_REFLEKTOR-IP65;ELKOVO;ZC428_REFLEKTOR-IP65;1;20; 177.60 ; 177.60 ;0
ZC428_REFLEKTOR-IP65+Dim1-10V;ELKOVO;ZC428_REFLEKTOR-IP65+Dim1-10V;1;20; 215.32 ; 215.32 ;0
ZC428_REFLEKTOR-IP65+DimDALI;ELKOVO;ZC428_REFLEKTOR-IP65+DimDALI;1;20; 224.92 ; 224.92 ;0
ZC428_REFLEKTOR-IP65+DimDSI;ELKOVO;ZC428_REFLEKTOR-IP65+DimDSI;1;20; 233.80 ; 233.80 ;0
ZC428_REFLEKTOR-IP65+NZ;ELKOVO;ZC428_REFLEKTOR-IP65+NZ;1;20; 215.60 ; 215.60 ;0
ZC454_REFLEKTOR-IP65;ELKOVO;ZC454_REFLEKTOR-IP65;1;20; 177.60 ; 177.60 ;0
ZC454_REFLEKTOR-IP65+Dim1-10V;ELKOVO;ZC454_REFLEKTOR-IP65+Dim1-10V;1;20; 215.32 ; 215.32 ;0
ZC454_REFLEKTOR-IP65+DimDALI;ELKOVO;ZC454_REFLEKTOR-IP65+DimDALI;1;20; 224.92 ; 224.92 ;0
ZC454_REFLEKTOR-IP65+DimDSI;ELKOVO;ZC454_REFLEKTOR-IP65+DimDSI;1;20; 233.80 ; 233.80 ;0
ZC454_REFLEKTOR-IP65+NZ;ELKOVO;ZC454_REFLEKTOR-IP65+NZ;1;20; 215.60 ; 215.60 ;0
ZC435_REFLEKTOR-IP65;ELKOVO;ZC435_REFLEKTOR-IP65;1;20; 206.40 ; 206.40 ;0
ZC435_REFLEKTOR-IP65+Dim1-10V;ELKOVO;ZC435_REFLEKTOR-IP65+Dim1-10V;1;20; 244.12 ; 244.12 ;0
ZC435_REFLEKTOR-IP65+DimDALI;ELKOVO;ZC435_REFLEKTOR-IP65+DimDALI;1;20; 253.72 ; 253.72 ;0
ZC435_REFLEKTOR-IP65+DimDSI;ELKOVO;ZC435_REFLEKTOR-IP65+DimDSI;1;20; 262.60 ; 262.60 ;0
ZC435_REFLEKTOR-IP65+NZ;ELKOVO;ZC435_REFLEKTOR-IP65+NZ;1;20; 244.40 ; 244.40 ;0
ZC449_REFLEKTOR-IP65;ELKOVO;ZC449_REFLEKTOR-IP65;1;20; 206.40 ; 206.40 ;0
ZC449_REFLEKTOR-IP65+Dim1-10V;ELKOVO;ZC449_REFLEKTOR-IP65+Dim1-10V;1;20; 244.12 ; 244.12 ;0
ZC449_REFLEKTOR-IP65+DimDALI;ELKOVO;ZC449_REFLEKTOR-IP65+DimDALI;1;20; 253.72 ; 253.72 ;0
ZC449_REFLEKTOR-IP65+DimDSI;ELKOVO;ZC449_REFLEKTOR-IP65+DimDSI;1;20; 262.60 ; 262.60 ;0
ZC449_REFLEKTOR-IP65+NZ;ELKOVO;ZC449_REFLEKTOR-IP65+NZ;1;20; 244.40 ; 244.40 ;0
ZC480_REFLEKTOR-IP65;ELKOVO;ZC480_REFLEKTOR-IP65;1;20; 218.96 ; 218.96 ;0
ZC480_REFLEKTOR-IP65+Dim1-10V;ELKOVO;ZC480_REFLEKTOR-IP65+Dim1-10V;1;20; 273.12 ; 273.12 ;0
ZC480_REFLEKTOR-IP65+DimDALI;ELKOVO;ZC480_REFLEKTOR-IP65+DimDALI;1;20; 276.56 ; 276.56 ;0
ZC480_REFLEKTOR-IP65+DimDSI;ELKOVO;ZC480_REFLEKTOR-IP65+DimDSI;1;20; 277.24 ; 277.24 ;0
ZC480_REFLEKTOR-IP65+NZ;ELKOVO;ZC480_REFLEKTOR-IP65+NZ;1;20; 256.96 ; 256.96 ;0
ZC228_REFLEKTOR-NARROW-IP65;ELKOVO;ZC228_REFLEKTOR-NARROW-IP65;1;20; 143.24 ; 143.24 ;0
ZC228_REFLEKTOR-NARROW-IP65+Dim1-10V;ELKOVO;ZC228_REFLEKTOR-NARROW-IP65+Dim1-10V;1;20; 162.08 ; 162.08 ;0
ZC228_REFLEKTOR-NARROW-IP65+DimDALI;ELKOVO;ZC228_REFLEKTOR-NARROW-IP65+DimDALI;1;20; 166.88 ; 166.88 ;0
ZC228_REFLEKTOR-NARROW-IP65+DimDSI;ELKOVO;ZC228_REFLEKTOR-NARROW-IP65+DimDSI;1;20; 171.36 ; 171.36 ;0
ZC228_REFLEKTOR-NARROW-IP65+NZ;ELKOVO;ZC228_REFLEKTOR-NARROW-IP65+NZ;1;20; 181.24 ; 181.24 ;0
ZC254_REFLEKTOR-NARROW-IP65;ELKOVO;ZC254_REFLEKTOR-NARROW-IP65;1;20; 143.24 ; 143.24 ;0
ZC254_REFLEKTOR-NARROW-IP65+Dim1-10V;ELKOVO;ZC254_REFLEKTOR-NARROW-IP65+Dim1-10V;1;20; 162.08 ; 162.08 ;0
ZC254_REFLEKTOR-NARROW-IP65+DimDALI;ELKOVO;ZC254_REFLEKTOR-NARROW-IP65+DimDALI;1;20; 166.88 ; 166.88 ;0
ZC254_REFLEKTOR-NARROW-IP65+DimDSI;ELKOVO;ZC254_REFLEKTOR-NARROW-IP65+DimDSI;1;20; 171.36 ; 171.36 ;0
