Id,Réf.,Libellé,Description,URL publique,Code compta vente,Code compta achat,Note,Length,Surface,Volume,Weight,Code douane,Base du prix,Prix unitaire HT,Prix unitaire TTC,Taux TVA,En vente,En achat,Date création,Date modification,Stock,Valorisation (PMP),Code-barres,Fournisseur,Réf. produit fournisseur,Prix fournisseurs,
1640,64172,PLUMA SUSPENSION NOIR/OR LED 6W 3000K,,,,,null,,,,,,HT,89.00000000,106.80000000,20.000,1,1,2014-06-12 15:54:49,2014-06-12 15:54:49,,0.00000000,,"FARO - LOREFAR, S.L.",64172,40.05000000,
