Identifiant société,Raison sociale,Adresse,Code postal,Ville,Code pays,Téléphone,Identifiant professionnel 1,Identifiant professionnel 2,Identifiant professionnel 3,Identifiant professionnel 4,Compte comptable client,Compte comptable fournisseur,Numéro de TVA,Id facture,Réf. facture,Date création facture,Date facturation,Date échéance,Total HT,Total TTC,Total TVA,Facture payée,Statut facture,Note (privée),Note (publique),Id paiement,Montant paiement,Date paiement,Numéro paiement,New line,
14,TAMARIS SARL,38 rue du Général Foy,75008,PARIS,FR,,,,,,90TAMARI,,,4,FA1210-0002,2012-10-04 16:19:42,2012-10-04,2012-10-19,570.00000000,681.72000000,111.72000000,1,2,,,3,681.72000000,2012-10-11 12:00:00,,,
14,TAMARIS SARL,38 rue du Général Foy,75008,PARIS,FR,,,,,,90TAMARI,,,9,FA1211-0007,2012-11-05 11:41:38,2012-11-05,2012-11-20,570.00000000,681.72000000,111.72000000,1,2,,,8,681.72000000,2012-11-12 12:00:00,,,
14,TAMARIS SARL,38 rue du Général Foy,75008,PARIS,FR,,,,,,90TAMARI,,,14,FA1212-0012,2012-12-02 22:39:47,2012-12-02,2012-12-17,570.00000000,681.72000000,111.72000000,1,2,,,11,681.72000000,2012-12-13 12:00:00,,,
14,TAMARIS SARL,38 rue du Général Foy,75008,PARIS,FR,,,,,,90TAMARI,,,21,FA1301-0017,2013-01-07 08:50:16,2013-01-07,2013-01-22,570.00000000,681.72000000,111.72000000,1,2,,,17,681.72000000,2013-01-10 12:00:00,,,
14,TAMARIS SARL,38 rue du Général Foy,75008,PARIS,FR,,,,,,90TAMARI,,,29,FA1302-0027,2013-02-04 15:01:31,2013-02-04,2013-02-19,570.00000000,681.72000000,111.72000000,1,2,,,25,681.72000000,2013-02-13 12:00:00,,,
14,TAMARIS SARL,38 rue du Général Foy,75008,PARIS,FR,,,,,,90TAMARI,,,37,FA1303-0034,2013-03-07 16:53:40,2013-03-07,2013-03-22,570.00000000,681.72000000,111.72000000,1,2,,,29,681.72000000,2013-03-13 12:00:00,,,
14,TAMARIS SARL,38 rue du Général Foy,75008,PARIS,FR,,,,,,90TAMARI,,,51,FA1304-0047,2013-04-02 09:53:58,2013-04-02,2013-04-17,570.00000000,681.72000000,111.72000000,1,2,,,34,681.72000000,2013-04-10 12:00:00,,,
14,TAMARIS SARL,38 rue du Général Foy,75008,PARIS,FR,,,,,,90TAMARI,,,61,FA1305-0056,2013-05-04 19:11:58,2013-05-06,2013-05-21,570.00000000,681.72000000,111.72000000,1,2,,,43,681.72000000,2013-05-10 12:00:00,,,
14,TAMARIS SARL,38 rue du Général Foy,75008,PARIS,FR,,,,,,90TAMARI,,,78,FA1306-0073,2013-06-03 15:00:05,2013-06-03,2013-06-18,570.00000000,681.72000000,111.72000000,1,2,,,49,681.72000000,2013-06-10 12:00:00,,,
14,TAMARIS SARL,38 rue du Général Foy,75008,PARIS,FR,,,,,,90TAMARI,,,100,FA1307-0089,2013-07-02 10:59:53,2013-07-02,2013-07-17,570.00000000,681.72000000,111.72000000,1,2,,,59,681.72000000,2013-07-10 12:00:00,,,
14,TAMARIS SARL,38 rue du Général Foy,75008,PARIS,FR,,,,,,90TAMARI,,,133,FA1308-0122,2013-08-05 17:45:18,2013-08-05,2013-08-20,570.00000000,681.72000000,111.72000000,1,2,,,70,681.72000000,2013-08-12 12:00:00,,,
14,TAMARIS SARL,38 rue du Général Foy,75008,PARIS,FR,,,,,,90TAMARI,,,144,FA1309-0132,2013-09-02 11:07:34,2013-09-02,2013-09-17,570.00000000,681.72000000,111.72000000,1,2,,,75,681.72000000,2013-09-10 12:00:00,,,
14,TAMARIS SARL,38 rue du Général Foy,75008,PARIS,FR,,,,,,90TAMARI,,,163,FA1310-0151,2013-10-07 22:49:14,2013-10-07,2013-10-22,570.00000000,681.72000000,111.72000000,1,2,,,98,681.72000000,2013-10-10 12:00:00,,,
14,TAMARIS SARL,38 rue du Général Foy,75008,PARIS,FR,,,,,,90TAMARI,,,188,FA1311-0173,2013-11-08 07:51:35,2013-11-08,2013-11-23,570.00000000,681.72000000,111.72000000,1,2,,,110,681.72000000,2013-11-12 12:00:00,,,
14,TAMARIS SARL,38 rue du Général Foy,75008,PARIS,FR,,,,,,90TAMARI,,,211,FA1312-0195,2013-12-02 08:29:46,2013-12-02,2013-12-17,570.00000000,681.72000000,111.72000000,1,2,,,115,681.72000000,2013-12-10 12:00:00,,,
14,TAMARIS SARL,38 rue du Général Foy,75008,PARIS,FR,,,,,,90TAMARI,,,242,FA1401-0224,2014-01-15 16:42:03,2014-01-15,2014-01-30,570.00000000,684.00000000,114.00000000,0,2,,,127,681.72000000,2014-01-10 12:00:00,,,
14,TAMARIS SARL,38 rue du Général Foy,75008,PARIS,FR,,,,,,90TAMARI,,,260,FA1402-0243,2014-02-03 10:28:43,2014-02-03,2014-02-18,570.00000000,684.00000000,114.00000000,1,2,,,138,684.00000000,2014-02-10 12:00:00,,,
14,TAMARIS SARL,38 rue du Général Foy,75008,PARIS,FR,,,,,,90TAMARI,,,279,FA1403-0259,2014-03-07 11:23:09,2014-03-07,2014-03-22,570.00000000,684.00000000,114.00000000,1,2,,,147,684.00000000,2014-03-10 12:00:00,,,
14,TAMARIS SARL,38 rue du Général Foy,75008,PARIS,FR,,,,,,90TAMARI,,,301,FA1404-0281,2014-04-09 11:36:56,2014-04-09,2014-04-24,570.00000000,684.00000000,114.00000000,1,2,,,159,684.00000000,2014-05-12 12:00:00,,,
14,TAMARIS SARL,38 rue du Général Foy,75008,PARIS,FR,,,,,,90TAMARI,,,325,FA1405-0303,2014-05-19 09:53:55,2014-05-09,2014-05-24,570.00000000,684.00000000,114.00000000,1,2,,,163,684.00000000,2014-05-12 12:00:00,,,
14,TAMARIS SARL,38 rue du Général Foy,75008,PARIS,FR,,,,,,90TAMARI,,,348,FA1406-0315,2014-06-13 09:34:16,2014-06-13,2014-06-28,570.00000000,684.00000000,114.00000000,1,2,,,178,684.00000000,2014-06-10 12:00:00,,0,
14,TAMARIS SARL,38 rue du Général Foy,75008,PARIS,FR,,,,,,90TAMARI,,,392,FA1407-0354,2014-07-09 16:52:43,2014-07-09,2014-07-24,570.00000000,684.00000000,114.00000000,1,2,,,182,684.00000000,2014-07-11 12:00:00,,0,
14,TAMARIS SARL,38 rue du Général Foy,75008,PARIS,FR,,,,,,90TAMARI,,,416,FA1408-0372,2014-08-08 11:06:19,2014-08-08,2014-08-23,570.00000000,684.00000000,114.00000000,1,2,,,197,684.00000000,2014-09-16 12:00:00,,0,
14,TAMARIS SARL,38 rue du Général Foy,75008,PARIS,FR,,,,,,90TAMARI,,,448,FA1409-0393,2014-09-09 17:42:39,2014-09-09,2014-09-24,570.00000000,684.00000000,114.00000000,1,2,,,197,684.00000000,2014-09-16 12:00:00,,0,
14,TAMARIS SARL,38 rue du Général Foy,75008,PARIS,FR,,,,,,90TAMARI,,,530,FA1410-0421,2014-10-10 16:13:52,2014-10-10,2014-10-25,570.00000000,684.00000000,114.00000000,1,2,,,226,684.00000000,2014-10-30 12:00:00,,0,
14,TAMARIS SARL,38 rue du Général Foy,75008,PARIS,FR,,,,,,90TAMARI,,,538,FA1410-0429,2014-10-10 17:08:46,2014-10-10,2014-11-30,250.00000000,300.00000000,50.00000000,1,2,,,226,300.00000000,2014-10-30 12:00:00,,0,
14,TAMARIS SARL,38 rue du Général Foy,75008,PARIS,FR,,,,,,90TAMARI,,,562,AV1410-0011,2014-10-30 09:49:02,2014-10-30,2014-10-30,-250.00000000,-300.00000000,-50.00000000,1,2,,,225,-300.00000000,2014-10-30 12:00:00,,0,
14,TAMARIS SARL,38 rue du Général Foy,75008,PARIS,FR,,,,,,90TAMARI,,,584,FA1411-0469,2014-11-14 07:31:39,2014-11-05,2014-11-20,570.00000000,684.00000000,114.00000000,1,2,,,236,684.00000000,2014-11-10 12:00:00,,0,
14,TAMARIS SARL,38 rue du Général Foy,75008,PARIS,FR,,,,,,90TAMARI,,,627,FA1412-0508,2014-12-23 22:46:49,2014-12-05,2014-12-20,570.00000000,684.00000000,114.00000000,1,2,,,261,684.00000000,2014-12-10 12:00:00,,0,
14,TAMARIS SARL,38 rue du Général Foy,75008,PARIS,FR,,,,,,90TAMARI,,,662,FA1501-0543,2015-01-06 01:30:12,2015-01-05,2015-01-20,570.00000000,684.00000000,114.00000000,1,2,,,274,684.00000000,2015-01-12 12:00:00,,0,
14,TAMARIS SARL,38 rue du Général Foy,75008,PARIS,FR,,,,,,90TAMARI,,,694,FA1502-0574,2015-02-13 10:57:29,2015-02-05,2015-02-20,570.00000000,684.00000000,114.00000000,1,2,,,298,684.00000000,2015-02-10 12:00:00,,0,
17,BIJOUTERIE GONNET,28 RUE CHANTELOUP BP 103,42190,CHARLIEU,FR,0477690556,,,,,90BIJGO,,,7,FA1210-0005,2012-10-25 18:00:55,2012-10-25,2012-11-09,1064.00000000,1272.54000000,208.54000000,1,2,Garantie 2 ans,,1,1272.54000000,2012-11-03 12:00:00,,,
17,BIJOUTERIE GONNET,28 RUE CHANTELOUP BP 103,42190,CHARLIEU,FR,0477690556,,,,,90BIJGO,,,12,FA1211-0010,2012-11-28 17:00:46,2012-11-28,2012-12-13,296.00000000,354.02000000,58.02000000,1,2,,,10,354.02000000,2012-12-05 12:00:00,,,
17,BIJOUTERIE GONNET,28 RUE CHANTELOUP BP 103,42190,CHARLIEU,FR,0477690556,,,,,90BIJGO,,,83,FA1306-0077,2013-06-10 11:40:30,2013-06-10,2013-06-25,309.52000000,370.19000000,60.67000000,1,2,,Driver livrés en IP20,62,370.19000000,2013-06-20 12:00:00,,,
19,CFP-LPP SAINT ENNEMOND,PLACE DE L?ÉGALITÉ,42400,SAINT CHAMOND,FR,,,,,,90CFP,,,19,FA1212-0015,2012-12-06 02:55:44,2012-12-06,2013-02-04,250.00000000,299.00000000,49.00000000,1,2,,,15,299.00000000,2012-12-20 12:00:00,,,
21,PHARMACIE BELDA HAROLD,46 BD BEAUMARCHAIS,75001,PARIS,FR,,,,,,90PHARMA,,,96,FA1305-0085,2013-06-25 19:29:01,2013-05-21,2013-05-21,668.90000000,800.00000000,131.10000000,1,2,,,56,800.00000000,2013-05-21 12:00:00,,,
21,PHARMACIE BELDA HAROLD,46 BD BEAUMARCHAIS,75001,PARIS,FR,,,,,,90PHARMA,,,97,FA1307-0086,2013-06-25 19:33:34,2013-07-01,2013-07-01,1197.50000000,1432.21000000,234.71000000,1,2,,,63,1432.21000000,2013-07-10 12:00:00,,,
22,APHP HOPITAL SAINT LOUIS,1 AVENUE CLAUDE VELLEFAUX,75475,PARIS CEDEX 10,FR,,,,,,90APHPSL,,,27,FA1301-0025,2013-01-31 18:09:06,2013-01-31,2013-01-31,416.00000000,497.54000000,81.54000000,1,2,,NUMÉRO DE COMMANDE : 4501999452 ID FOURNISSEUR : 1051888,26,497.54000000,2013-02-18 12:00:00,,,
23,BIO4GAS EXPRESS GMBH,Kolpingstraße 26,86916,KAUFERING,DE,+49(0)819133111240,,,,,90BIO,,DE 273249534,24,FA1301-0020,2013-01-07 09:06:29,2013-01-07,2013-01-22,10000.00000000,10000.00000000,0.00000000,0,3,,"TVA dûe par le client / Art. 283, 1 CGI 	Numéro TVA ENEORA SARL : FR 61538424383 	Numéro TVA BIO4GAS EXPRESS GMBH: DE 273249534",,,,,,
23,BIO4GAS EXPRESS GMBH,Kolpingstraße 26,86916,KAUFERING,DE,+49(0)819133111240,,,,,90BIO,,DE 273249534,35,FA1303-0032,2013-03-06 15:58:50,2013-03-06,2013-03-06,10000.00000000,10000.00000000,0.00000000,0,3,,"BIO4GAS EXPRESS EST TOUJOURS REDEVABLE DE LA FACTURE N°FA1301-0020 POUR UN MONTANT DE 10 000?, IMPAYÉE A CE JOUR.",,,,,,
24,ANNE COQUIER,7 Square de Tocqueville,78150,LE CHESNAY,FR,,,,,,90ANNC,,,25,FA1301-0021,2013-01-07 15:05:56,2013-01-07,2013-01-07,149.52000000,178.83000000,29.31000000,0,3,,,,,,,,
26,SARL ATOUT ELEC SERVICES,1992 ROUTE DU CHEVRENAY,42190,ST NIZIER SOUS CHARLIEU,FR,,,,,,90AES,,,26,FA1301-0024,2013-01-22 18:10:28,2013-01-22,2013-02-06,112.00000000,133.95000000,21.95000000,1,2,,,21,133.95000000,2013-01-08 12:00:00,,,
26,SARL ATOUT ELEC SERVICES,1992 ROUTE DU CHEVRENAY,42190,ST NIZIER SOUS CHARLIEU,FR,,,,,,90AES,,,191,FA1311-0176,2013-11-08 08:09:13,2013-11-08,2013-12-31,300.00000000,358.80000000,58.80000000,1,2,,,143,358.80000000,2014-02-24 12:00:00,,,
26,SARL ATOUT ELEC SERVICES,1992 ROUTE DU CHEVRENAY,42190,ST NIZIER SOUS CHARLIEU,FR,,,,,,90AES,,,253,FA1401-0236,2014-01-27 18:11:28,2014-01-27,2014-01-27,149.60000000,179.52000000,29.92000000,0,3,,,,,,,,
26,SARL ATOUT ELEC SERVICES,1992 ROUTE DU CHEVRENAY,42190,ST NIZIER SOUS CHARLIEU,FR,,,,,,90AES,,,258,FA1402-0241,2014-02-03 10:19:58,2014-02-03,2014-02-03,300.00000000,360.00000000,60.00000000,0,3,,,,,,,,
26,SARL ATOUT ELEC SERVICES,1992 ROUTE DU CHEVRENAY,42190,ST NIZIER SOUS CHARLIEU,FR,,,,,,90AES,,,282,FA1403-0262,2014-03-11 09:43:47,2014-03-11,2014-03-11,483.50000000,580.20000000,96.70000000,0,3,,,,,,,,
26,SARL ATOUT ELEC SERVICES,1992 ROUTE DU CHEVRENAY,42190,ST NIZIER SOUS CHARLIEU,FR,,,,,,90AES,,,283,FA1403-0263,2014-03-11 16:37:15,2014-03-11,2014-03-11,300.00000000,360.00000000,60.00000000,0,3,,,,,,,,
26,SARL ATOUT ELEC SERVICES,1992 ROUTE DU CHEVRENAY,42190,ST NIZIER SOUS CHARLIEU,FR,,,,,,90AES,,,322,FA1405-0300,2014-05-19 09:37:23,2014-05-19,2014-05-19,300.00000000,360.00000000,60.00000000,0,3,,,,,,,,
26,SARL ATOUT ELEC SERVICES,1992 ROUTE DU CHEVRENAY,42190,ST NIZIER SOUS CHARLIEU,FR,,,,,,90AES,,,323,FA1405-0301,2014-05-19 09:38:50,2014-05-19,2014-05-19,80.00000000,96.00000000,16.00000000,0,3,,,,,,,,
26,SARL ATOUT ELEC SERVICES,1992 ROUTE DU CHEVRENAY,42190,ST NIZIER SOUS CHARLIEU,FR,,,,,,90AES,,,375,FA1406-0340,2014-06-27 18:26:09,2014-06-27,2014-07-31,526.50000000,631.80000000,105.30000000,0,3,,,,,,,0,
26,SARL ATOUT ELEC SERVICES,1992 ROUTE DU CHEVRENAY,42190,ST NIZIER SOUS CHARLIEU,FR,,,,,,90AES,,,382,FA1407-0345,2014-07-01 10:52:56,2014-07-01,2014-07-31,300.00000000,360.00000000,60.00000000,0,3,,,,,,,0,
31,EURL MORAND PATRICK,27 RUE DE BREST,69002,LYON,FR,0472409631,,,,,90MOR,,,55,FA1304-0051,2013-04-16 11:41:07,2013-04-16,2013-05-01,481.00000000,575.27000000,94.27000000,1,2,,,45,575.27000000,2013-05-13 12:00:00,,,
36,CEF CHARLIEU,53 RUE VASCO DE GAMA Z.I. DE TIGNY,42190,SAINT-NIZIER-SOUS-CHARLIEU,FR,0477602441,,,,,90CEF,,FR41319883344,33,FA1303-0031,2013-03-06 15:31:27,2013-03-06,2013-04-30,1631.00000000,1950.67000000,319.67000000,1,2,,N° COMMANDE : CHU / 003531,46,1950.67000000,2013-05-16 12:00:00,7032953,,
36,CEF CHARLIEU,53 RUE VASCO DE GAMA Z.I. DE TIGNY,42190,SAINT-NIZIER-SOUS-CHARLIEU,FR,0477602441,,,,,90CEF,,FR41319883344,42,FA1303-0038,2013-03-11 18:13:47,2013-03-11,2013-04-30,19.98000000,23.90000000,3.92000000,1,2,,,46,23.90000000,2013-05-16 12:00:00,7032953,,
36,CEF CHARLIEU,53 RUE VASCO DE GAMA Z.I. DE TIGNY,42190,SAINT-NIZIER-SOUS-CHARLIEU,FR,0477602441,,,,,90CEF,,FR41319883344,47,FA1303-0043,2013-03-27 10:49:56,2013-03-27,2013-04-30,600.60000000,718.32000000,117.72000000,1,2,,,46,718.32000000,2013-05-16 12:00:00,7032953,,
36,CEF CHARLIEU,53 RUE VASCO DE GAMA Z.I. DE TIGNY,42190,SAINT-NIZIER-SOUS-CHARLIEU,FR,0477602441,,,,,90CEF,,FR41319883344,48,FA1303-0044,2013-03-28 15:07:19,2013-03-28,2013-04-30,705.60000000,843.90000000,138.30000000,1,2,,CHU/003610,46,843.90000000,2013-05-16 12:00:00,7032953,,
36,CEF CHARLIEU,53 RUE VASCO DE GAMA Z.I. DE TIGNY,42190,SAINT-NIZIER-SOUS-CHARLIEU,FR,0477602441,,,,,90CEF,,FR41319883344,49,FA1303-0045,2013-03-28 15:14:46,2013-03-28,2013-04-30,181.70000000,217.32000000,35.62000000,1,2,,CHU/003599,46,217.32000000,2013-05-16 12:00:00,7032953,,
36,CEF CHARLIEU,53 RUE VASCO DE GAMA Z.I. DE TIGNY,42190,SAINT-NIZIER-SOUS-CHARLIEU,FR,0477602441,,,,,90CEF,,FR41319883344,58,FA1304-0054,2013-04-26 16:26:45,2013-04-26,2013-04-26,2979.61000000,3563.63000000,584.02000000,1,2,,COMMANDE CHU/003784 - CHU/003709 - CHU/003599 - CHU/003849 - CHU/003893 - CHU/003930 - CHU/003839,52,3563.63000000,2013-06-17 12:00:00,3746,,
36,CEF CHARLIEU,53 RUE VASCO DE GAMA Z.I. DE TIGNY,42190,SAINT-NIZIER-SOUS-CHARLIEU,FR,0477602441,,,,,90CEF,,FR41319883344,64,FA1305-0059,2013-05-15 11:03:58,2013-05-15,2013-06-30,75.00000000,89.70000000,14.70000000,1,2,,,64,89.70000000,2013-07-10 12:00:00,,,
36,CEF CHARLIEU,53 RUE VASCO DE GAMA Z.I. DE TIGNY,42190,SAINT-NIZIER-SOUS-CHARLIEU,FR,0477602441,,,,,90CEF,,FR41319883344,65,FA1305-0060,2013-05-15 11:17:03,2013-05-15,2013-06-30,384.00000000,459.27000000,75.27000000,1,2,,,64,459.27000000,2013-07-10 12:00:00,,,
36,CEF CHARLIEU,53 RUE VASCO DE GAMA Z.I. DE TIGNY,42190,SAINT-NIZIER-SOUS-CHARLIEU,FR,0477602441,,,,,90CEF,,FR41319883344,66,FA1305-0061,2013-05-17 08:50:37,2013-05-17,2013-06-30,53.80000000,64.34000000,10.54000000,1,2,,,64,64.34000000,2013-07-10 12:00:00,,,
36,CEF CHARLIEU,53 RUE VASCO DE GAMA Z.I. DE TIGNY,42190,SAINT-NIZIER-SOUS-CHARLIEU,FR,0477602441,,,,,90CEF,,FR41319883344,69,FA1305-0064,2013-05-27 10:47:57,2013-05-27,2013-06-30,117.92000000,141.03000000,23.11000000,1,2,,,64,141.03000000,2013-07-10 12:00:00,,,
36,CEF CHARLIEU,53 RUE VASCO DE GAMA Z.I. DE TIGNY,42190,SAINT-NIZIER-SOUS-CHARLIEU,FR,0477602441,,,,,90CEF,,FR41319883344,70,FA1305-0065,2013-05-27 11:57:48,2013-05-27,2013-06-30,92.50000000,110.63000000,18.13000000,1,2,,,64,110.63000000,2013-07-10 12:00:00,,,
36,CEF CHARLIEU,53 RUE VASCO DE GAMA Z.I. DE TIGNY,42190,SAINT-NIZIER-SOUS-CHARLIEU,FR,0477602441,,,,,90CEF,,FR41319883344,71,FA1305-0066,2013-05-27 12:03:56,2013-05-27,2013-06-30,357.22000000,427.23000000,70.01000000,1,2,,,64,427.23000000,2013-07-10 12:00:00,,,
36,CEF CHARLIEU,53 RUE VASCO DE GAMA Z.I. DE TIGNY,42190,SAINT-NIZIER-SOUS-CHARLIEU,FR,0477602441,,,,,90CEF,,FR41319883344,72,FA1305-0067,2013-05-27 12:15:11,2013-05-27,2013-06-30,3603.52000000,4309.81000000,706.29000000,1,2,,,68,4309.81000000,2013-08-08 12:00:00,,,
36,CEF CHARLIEU,53 RUE VASCO DE GAMA Z.I. DE TIGNY,42190,SAINT-NIZIER-SOUS-CHARLIEU,FR,0477602441,,,,,90CEF,,FR41319883344,73,FA1305-0068,2013-05-27 17:03:44,2013-05-27,2013-06-30,23.00000000,27.51000000,4.51000000,1,2,,,64,27.51000000,2013-07-10 12:00:00,,,
36,CEF CHARLIEU,53 RUE VASCO DE GAMA Z.I. DE TIGNY,42190,SAINT-NIZIER-SOUS-CHARLIEU,FR,0477602441,,,,,90CEF,,FR41319883344,74,FA1305-0069,2013-05-29 15:52:59,2013-05-29,2013-06-30,648.80000000,775.97000000,127.17000000,1,2,,,68,775.97000000,2013-08-08 12:00:00,,,
36,CEF CHARLIEU,53 RUE VASCO DE GAMA Z.I. DE TIGNY,42190,SAINT-NIZIER-SOUS-CHARLIEU,FR,0477602441,,,,,90CEF,,FR41319883344,75,FA1304-0070,2013-05-30 09:17:26,2013-04-11,2013-05-31,34.50000000,41.27000000,6.77000000,1,2,,CORRESPOND A LA COMMANDE CO1304-0016 ANNULEE PAR ERREUR NUMERO DE BL : BL1304-0016,52,41.27000000,2013-06-17 12:00:00,3746,,
36,CEF CHARLIEU,53 RUE VASCO DE GAMA Z.I. DE TIGNY,42190,SAINT-NIZIER-SOUS-CHARLIEU,FR,0477602441,,,,,90CEF,,FR41319883344,76,FA1306-0071,2013-06-03 11:34:08,2013-06-04,2013-07-31,150.00000000,179.40000000,29.40000000,1,2,,,68,179.40000000,2013-08-08 12:00:00,,,
36,CEF CHARLIEU,53 RUE VASCO DE GAMA Z.I. DE TIGNY,42190,SAINT-NIZIER-SOUS-CHARLIEU,FR,0477602441,,,,,90CEF,,FR41319883344,86,FA1306-0080,2013-06-12 14:45:43,2013-06-12,2013-08-15,159.63000000,190.91000000,31.28000000,1,2,,,68,190.91000000,2013-08-08 12:00:00,,,
36,CEF CHARLIEU,53 RUE VASCO DE GAMA Z.I. DE TIGNY,42190,SAINT-NIZIER-SOUS-CHARLIEU,FR,0477602441,,,,,90CEF,,FR41319883344,88,FA1306-0082,2013-06-20 09:57:00,2013-06-20,2013-08-15,620.39000000,741.98000000,121.59000000,1,2,,,68,741.98000000,2013-08-08 12:00:00,,,
36,CEF CHARLIEU,53 RUE VASCO DE GAMA Z.I. DE TIGNY,42190,SAINT-NIZIER-SOUS-CHARLIEU,FR,0477602441,,,,,90CEF,,FR41319883344,89,FA1306-0083,2013-06-21 11:46:56,2013-06-21,2013-08-15,343.20000000,410.47000000,67.27000000,1,2,,,68,410.47000000,2013-08-08 12:00:00,,,
36,CEF CHARLIEU,53 RUE VASCO DE GAMA Z.I. DE TIGNY,42190,SAINT-NIZIER-SOUS-CHARLIEU,FR,0477602441,,,,,90CEF,,FR41319883344,98,FA1306-0087,2013-06-28 09:08:35,2013-06-28,2013-07-31,255.00000000,304.98000000,49.98000000,1,2,,,68,304.98000000,2013-08-08 12:00:00,,,
36,CEF CHARLIEU,53 RUE VASCO DE GAMA Z.I. DE TIGNY,42190,SAINT-NIZIER-SOUS-CHARLIEU,FR,0477602441,,,,,90CEF,,FR41319883344,103,FA1307-0092,2013-07-16 14:36:30,2013-07-16,2013-09-15,593.60000000,709.95000000,116.35000000,1,2,,,94,709.95000000,2013-09-11 12:00:00,,,
36,CEF CHARLIEU,53 RUE VASCO DE GAMA Z.I. DE TIGNY,42190,SAINT-NIZIER-SOUS-CHARLIEU,FR,0477602441,,,,,90CEF,,FR41319883344,104,FA1307-0093,2013-07-17 09:55:50,2013-07-17,2013-09-15,66.00000000,78.94000000,12.94000000,1,2,,,94,78.94000000,2013-09-11 12:00:00,,,
36,CEF CHARLIEU,53 RUE VASCO DE GAMA Z.I. DE TIGNY,42190,SAINT-NIZIER-SOUS-CHARLIEU,FR,0477602441,,,,,90CEF,,FR41319883344,105,FA1307-0094,2013-07-17 10:45:22,2013-07-17,2013-09-15,600.60000000,718.31000000,117.71000000,1,2,,,94,718.31000000,2013-09-11 12:00:00,,,
36,CEF CHARLIEU,53 RUE VASCO DE GAMA Z.I. DE TIGNY,42190,SAINT-NIZIER-SOUS-CHARLIEU,FR,0477602441,,,,,90CEF,,FR41319883344,106,FA1307-0095,2013-07-22 21:18:11,2013-07-22,2013-09-15,872.18000000,1043.12000000,170.94000000,1,2,,,94,1043.12000000,2013-09-11 12:00:00,,,
36,CEF CHARLIEU,53 RUE VASCO DE GAMA Z.I. DE TIGNY,42190,SAINT-NIZIER-SOUS-CHARLIEU,FR,0477602441,,,,,90CEF,,FR41319883344,107,FA1307-0096,2013-07-24 10:17:20,2013-07-24,2013-09-15,1503.80000000,1798.54000000,294.74000000,1,2,,,94,1798.54000000,2013-09-11 12:00:00,,,
36,CEF CHARLIEU,53 RUE VASCO DE GAMA Z.I. DE TIGNY,42190,SAINT-NIZIER-SOUS-CHARLIEU,FR,0477602441,,,,,90CEF,,FR41319883344,108,FA1307-0097,2013-07-24 10:20:08,2013-07-24,2013-09-15,429.00000000,513.08000000,84.08000000,1,2,,,94,513.08000000,2013-09-11 12:00:00,,,
36,CEF CHARLIEU,53 RUE VASCO DE GAMA Z.I. DE TIGNY,42190,SAINT-NIZIER-SOUS-CHARLIEU,FR,0477602441,,,,,90CEF,,FR41319883344,136,FA1308-0125,2013-08-20 14:06:09,2013-08-20,2013-10-15,641.80000000,767.59000000,125.79000000,1,2,,,102,767.59000000,2013-10-11 12:00:00,,,
36,CEF CHARLIEU,53 RUE VASCO DE GAMA Z.I. DE TIGNY,42190,SAINT-NIZIER-SOUS-CHARLIEU,FR,0477602441,,,,,90CEF,,FR41319883344,138,FA1308-0127,2013-08-27 00:18:19,2013-08-27,2013-10-15,559.79000000,669.51000000,109.72000000,1,2,,,102,669.51000000,2013-10-11 12:00:00,,,
36,CEF CHARLIEU,53 RUE VASCO DE GAMA Z.I. DE TIGNY,42190,SAINT-NIZIER-SOUS-CHARLIEU,FR,0477602441,,,,,90CEF,,FR41319883344,146,FA1309-0134,2013-09-04 13:45:17,2013-09-04,2013-11-15,51.00000000,61.00000000,10.00000000,1,2,,,113,61.00000000,2013-11-20 12:00:00,,,
36,CEF CHARLIEU,53 RUE VASCO DE GAMA Z.I. DE TIGNY,42190,SAINT-NIZIER-SOUS-CHARLIEU,FR,0477602441,,,,,90CEF,,FR41319883344,147,FA1309-0135,2013-09-04 13:52:43,2013-09-04,2013-11-15,429.00000000,513.08000000,84.08000000,1,2,,,113,513.08000000,2013-11-20 12:00:00,,,
36,CEF CHARLIEU,53 RUE VASCO DE GAMA Z.I. DE TIGNY,42190,SAINT-NIZIER-SOUS-CHARLIEU,FR,0477602441,,,,,90CEF,,FR41319883344,148,FA1309-0136,2013-09-05 12:12:51,2013-09-05,2013-11-15,130.76000000,156.38000000,25.62000000,1,2,,,113,156.38000000,2013-11-20 12:00:00,,,
36,CEF CHARLIEU,53 RUE VASCO DE GAMA Z.I. DE TIGNY,42190,SAINT-NIZIER-SOUS-CHARLIEU,FR,0477602441,,,,,90CEF,,FR41319883344,149,FA1309-0137,2013-09-11 13:45:13,2013-09-11,2013-11-15,534.80000000,639.62000000,104.82000000,1,2,,,113,639.62000000,2013-11-20 12:00:00,,,
36,CEF CHARLIEU,53 RUE VASCO DE GAMA Z.I. DE TIGNY,42190,SAINT-NIZIER-SOUS-CHARLIEU,FR,0477602441,,,,,90CEF,,FR41319883344,151,FA1309-0139,2013-09-20 17:42:42,2013-09-20,2013-11-15,994.34000000,1189.23000000,194.89000000,1,2,,,113,1189.23000000,2013-11-20 12:00:00,,,
